timestamp,event_type,strategy_name,candle_open_time,candle_close_time,candle_open,candle_high,candle_low,candle_close,candle_mid_price,reference_price,order_id,trade_type,created_price,created_size,position_id,entry_price,close_price,closing_reason,pnl_quote,pnl_percent
1710124200,CLOSE,main,,,,,,,,,buy_1,SELL,,,5j5FhH3KcMVXjFA7owcY4o383THTVQq52FpNwqV8pBb6,,68457.90000000,CloseType.EARLY_STOP,0,0
1710123840,CREATE,main,,,68487.90000000,68487.90000000,68411.20000000,68438.00000000,68449.55000000,68438.00000000,sell_0,SELL,,,,,,,,
1710124200,CLOSE,main,,,,,,,,,sell_0,SELL,,,F9Zbtqzss2N9M1QKHf1osVvyDY6s4w2cCq2NffpCbQZg,,68457.90000000,CloseType.EARLY_STOP,0,0
1710123840,CREATE,main,,,68487.90000000,68487.90000000,68411.20000000,68438.00000000,68449.55000000,68438.00000000,sell_1,SELL,,,,,,,,
1710124200,CLOSE,main,,,,,,,,,sell_1,SELL,,,6SjGqyLLgxo69AHgntNzZicdauq6zscc7vAGGHFWJKNk,,68457.90000000,CloseType.EARLY_STOP,0,0
1710124380,CREATE,main,,,68457.80000000,68489.70000000,68454.20000000,68487.80000000,68471.95000000,68487.80000000,buy_0,SELL,,,,,,,,
1710124740,CLOSE,main,,,,,,,,,buy_0,SELL,,,41uEEzawEY1J6b3SbznDZypM45aQo8Mw6HSEeN9GZVyC,,68396.50000000,CloseType.EARLY_STOP,0,0
1710124380,CREATE,main,,,68457.80000000,68489.70000000,68454.20000000,68487.80000000,68471.95000000,68487.80000000,buy_1,SELL,,,,,,,,
1710124740,CLOSE,main,,,,,,,,,buy_1,SELL,,,5em4oF65DjZA2ZUtJutjPV29r1S3QjuUd6f2HZK45a4x,,68396.50000000,CloseType.EARLY_STOP,0,0
1710124380,CREATE,main,,,68457.80000000,68489.70000000,68454.20000000,68487.80000000,68471.95000000,68487.80000000,sell_0,SELL,,,,,,,,
1710124740,CLOSE,main,,,,,,,,,sell_0,SELL,,,Hcjfib5Xn1gWgqpXnCtrHqC6Q4Dg78YpktAzSxSEMirb,,68396.50000000,CloseType.EARLY_STOP,0,0
1710124380,CREATE,main,,,68457.80000000,68489.70000000,68454.20000000,68487.80000000,68471.95000000,68487.80000000,sell_1,SELL,,,,,,,,
1710124740,CLOSE,main,,,,,,,,,sell_1,SELL,,,GUJPsSgVs4sER5reMo9iGJLEcBGuLmHZh97PVG9VhdBi,,68396.50000000,CloseType.EARLY_STOP,0,0
1710124920,CREATE,main,,,68396.60000000,68396.70000000,68340.10000000,68362.10000000,68368.40000000,68362.10000000,buy_0,SELL,,,,,,,,
1710125280,CLOSE,main,,,,,,,,,buy_0,SELL,,,2xCnv847fRDpTjQe46VX8AdyoBgr2xpnJXZw2iZCeR5U,,68433.80000000,CloseType.EARLY_STOP,0,0
1710124920,CREATE,main,,,68396.60000000,68396.70000000,68340.10000000,68362.10000000,68368.40000000,68362.10000000,buy_1,SELL,,,,,,,,
1710125280,CLOSE,main,,,,,,,,,buy_1,SELL,,,27q3QYdyymyYWPCtEZ6ubYX9g72dviuVhVZfpjg341kc,,68433.80000000,CloseType.EARLY_STOP,0,0
1710124920,CREATE,main,,,68396.60000000,68396.70000000,68340.10000000,68362.10000000,68368.40000000,68362.10000000,sell_0,SELL,,,,,,,,
1710125280,CLOSE,main,,,,,,,,,sell_0,SELL,,,FFiM9z1mXFWBrkA1wMfKPpkjCnDzcJeP42MXXEzhx7oo,,68433.80000000,CloseType.EARLY_STOP,0,0
1710124920,CREATE,main,,,68396.60000000,68396.70000000,68340.10000000,68362.10000000,68368.40000000,68362.10000000,sell_1,SELL,,,,,,,,
1710125280,CLOSE,main,,,,,,,,,sell_1,SELL,,,6Yardujc5E1Mn79g4CEfPfUJPWbh5YdTBCy3bD95dPfB,,68433.80000000,CloseType.EARLY_STOP,0,0
1710125460,CREATE,main,,,68433.80000000,68433.80000000,68315.00000000,68369.10000000,68374.40000000,68369.10000000,buy_0,SELL,,,,,,,,
1710125820,CLOSE,main,,,,,,,,,buy_0,SELL,,,Eiy1GNpgMbsW5tc735XfN8Ji9nNM1EWyEbTkeppRAxMu,,68308.00000000,CloseType.EARLY_STOP,0,0
1710125460,CREATE,main,,,68433.80000000,68433.80000000,68315.00000000,68369.10000000,68374.40000000,68369.10000000,buy_1,SELL,,,,,,,,
1710125820,CLOSE,main,,,,,,,,,buy_1,SELL,,,B6rGpJQskVh7n5NcU3FPgZpucnY1Jx9GhN3r7Tgo7GmQ,,68308.00000000,CloseType.EARLY_STOP,0,0
